area_ha,region,dist_perc,year,extent_m2,grid_n,grid_area_m2,cent_lon,cent_lat,min_lon,min_lat,max_lon,max_lat,samples_total_checklists,samples_median_checklists,samples_total_obs,samples_median_obs,samples_date_min,samples_date_max,samples_n_years_min,samples_n_years_max,samples_n_years_median
10000,19 - Central Mixed Grass Prairie,dist_100,2017,521508261739.49805,694,70039038925.44028,-99.06970082075586,37.83059928184343,-102.84494130104359,30.79622256114016,-96.5551724349854,43.04103339461008,5566,2,8,0,17287,17378,5,13,8
10000,19 - Central Mixed Grass Prairie,dist_100,2018,517976033551.61646,758,76497970468.99664,-99.09299499333355,37.89949586428338,-102.73223350181043,30.762665979937026,-96.54320499509281,42.948426427366506,7393,3,17,0,17652,17743,5,13,8
10000,19 - Central Mixed Grass Prairie,dist_100,2019,524889108719.329,776,78314544965.62195,-99.06062596141639,37.9726594993605,-102.84494130104359,30.762665979937026,-96.54320499509281,42.9636869537255,8636,3,9,0,18017,18108,5,13,8
10000,19 - Central Mixed Grass Prairie,dist_100,2020,529228703350.1559,709,71552851005.96124,-99.0066704594043,37.967040082871854,-102.84494130104359,30.762665979937026,-96.54320499509281,43.04103339461008,8237,3,8,0,18383,18474,5,13,8
10000,19 - Central Mixed Grass Prairie,dist_100,2021,526201079189.114,810,81745852348.13626,-99.04764876026188,38.0216947904494,-102.84494130104359,30.79622256114016,-96.54320499509281,42.9636869537255,10266,4,5,0,18748,18839,5,13,8
10000,19 - Central Mixed Grass Prairie,dist_100,2022,528169034893.7909,799,80635723489.08755,-99.06927879988706,38.03414479699803,-102.84494130104359,30.762665979937026,-96.54320499509281,43.04103339461008,10842,4,21,0,19113,19204,5,13,8
10000,9 - Great Basin,dist_100,2010,1108211363746.769,902,91030566441.99861,-118.2664407514128,44.29624290918395,-122.87836579631237,36.48385262214004,-111.01269769513763,51.69519433325482,5637,2,115,0,14730,14821,5,13,12
10000,9 - Great Basin,dist_100,2011,1110583002672.9187,1038,104755795972.05602,-118.39583236949152,44.33510474992532,-122.8657227020895,36.451521670692095,-111.01269769513763,51.68774095190863,6836,2,112,0,15095,15186,5,13,12
10000,9 - Great Basin,dist_100,2012,1113005102001.7524,1247,125848244293.98253,-118.4137853025489,44.46656148494753,-123.03802868581445,36.48385262214004,-110.98664388720685,51.69519433325482,10826,3,149,0,15461,15552,5,13,12
10000,9 - Great Basin,dist_100,2013,1128193683209.6465,1461,147445296642.74936,-118.37358360461182,44.35697215790397,-123.17327212166659,36.451521670692095,-111.01269769513763,51.605046318213276,14320,3,275,0,15826,15917,5,13,11
10000,9 - Great Basin,dist_100,2014,1139395892605.5024,1609,162381575837.22354,-118.25669157992394,44.276213637919874,-123.03802868581445,36.50492970103938,-110.98664388720685,51.89681076908528,16291,3,281,0,16191,16282,5,13,11
10000,9 - Great Basin,dist_100,2015,1138033461733.0337,1729,174492072481.39188,-118.33428779502243,44.456368354886145,-123.17327212166659,36.48385262214004,-111.01269769513763,51.77786536431363,19748,4,369,0,16556,16647,5,13,11
10000,9 - Great Basin,dist_100,2016,1140354640256.499,1824,184079548991.35858,-118.27867394645477,44.339582711321256,-123.17327212166659,36.50492970103938,-110.98664388720685,51.77786536431363,22364,4,319,0,16922,17013,5,13,11
10000,9 - Great Basin,dist_100,2017,1137478397303.5085,1912,192960579863.74857,-118.30152549016556,44.3347844340919,-123.03802868581445,36.48385262214004,-110.98664388720685,51.89681076908528,28388,5,535,0,17287,17378,5,13,10
10000,9 - Great Basin,dist_100,2018,1145047457706.1145,2077,209612512749.48,-118.21308444483384,44.28422946950831,-123.17327212166659,36.451521670692095,-110.98664388720685,51.77786536431363,34390,6,537,0,17652,17743,5,13,10
10000,9 - Great Basin,dist_100,2019,1148428304685.9448,2127,214658553017.8835,-118.2398887560973,44.34953534771871,-123.17327212166659,36.451521670692095,-110.98664388720685,51.89681076908528,38647,6,581,0,18017,18108,5,13,10
10000,9 - Great Basin,dist_100,2020,1140455561061.867,2120,213952107380.30704,-118.21118729537929,44.37900320985704,-123.03802868581445,36.48385262214004,-110.98664388720685,51.89681076908528,47191,6,614,0,18383,18474,5,13,10
10000,9 - Great Basin,dist_100,2021,1146308967773.2153,2128,214759473823.2516,-118.19223278393383,44.32112473504589,-123.17327212166659,36.48385262214004,-110.98664388720685,51.89681076908528,53334,6,788,0,18748,18839,5,13,10
10000,9 - Great Basin,dist_100,2022,1143634566430.9614,2113,213245661742.73056,-118.20628467624971,44.381675067582975,-123.03802868581445,36.451521670692095,-110.98664388720685,51.89681076908528,55026,7,652,0,19113,19204,5,13,10
